,Title,Artist,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top10_dummy,Top50_dummy
1756,find u again,Mark Ronson - Camila Cabello,854572,3,13,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1789,the man,The Killers,5639246,1,1,0.612,0.942,6,-2.558,0,0.122,0.0776,5.97e-06,0.0867,0.474,106.039,248400,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1826,nephew,Smokepurpp - Lil Pump,2091715,1,1,0.792,0.454,9,-6.753,1,0.458,0.00422,0.0,0.285,0.674,161.993,202963,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1837,esskeetit,Lil Pump,7325898,1,1,0.934,0.505,11,-7.648,1,0.168,0.0229,0.0,0.0867,0.691,139.93,181714,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1864,a thousand bad times,Post Malone,29173640,5,17,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,221173,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1877,family,The Chainsmokers - Kygo,16931568,2,10,0.584,0.607,11,-6.605,1,0.0356,0.426,0.0,0.101,0.374,117.817,194827,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1896,anziety,Logic - Lucy Rose,5004777,11,13,0.639,0.807,1,-6.553,1,0.0655,0.302,0.0,0.119,0.575,122.965,412560,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1926,close my eyes,21 Savage,8668809,3,14,0.921,0.472,10,-7.88,0,0.43,0.164,0.432,0.156,0.198,139.996,292267,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,faint,Linkin Park,17132813,7,13,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,162600,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1959,hold me tight or don’t,Fall Out Boy,8310347,4,10,0.581,0.919,6,-4.324,0,0.05,0.0063,2.5e-06,0.107,0.847,95.991,210347,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,otherside,Post Malone,29173640,11,18,0.652,0.643,9,-5.667,0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,228227,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1989,uptown funk,Mark Ronson - Bruno Mars,854572,4,11,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,savage remix,Megan Thee Stallion - Beyoncé,2386160,1,1,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2042,bad bitch from tokyo,Pop Smoke,2441830,1,19,0.645,0.64,10,-6.871,0,0.179,0.395,1.04e-05,0.286,0.674,140.248,48000,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2060,no brainer,DJ Khaled - Justin Bieber - Chance the Rapper - Quavo,5270929,13,15,0.527,0.761,0,-4.708,1,0.341,0.073,0.0,0.0865,0.653,135.543,260000,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2065,spicy,Ty Dolla $ign - Post Malone,3540805,5,25,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,143375,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2087,little engine,Eminem,39078037,15,20,0.769,0.811,10,-4.162,0,0.228,0.0234,0.0,0.0451,0.76,155.081,177293,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2109,i feel it coming,The Weeknd - Daft Punk,25562055,18,18,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2144,perfect,One Direction,18426467,3,17,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,sanguine paradise,Lil Uzi Vert,10065137,1,1,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2182,are we still friends?,"Tyler, The Creator",5277768,12,12,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,265480,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2195,six feet apart,Luke Combs,3747160,18,18,0.565,0.598,6,-5.894,1,0.0276,0.335,0.0,0.124,0.449,155.814,199068,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2198,no halo,BROCKHAMPTON,1614536,1,12,0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,259747,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2212,drowning,A Boogie Wit da Hoodie - Kodak Black,5184928,1,1,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2226,final lullaby - bonus track,The Weeknd,25562055,17,22,0.604,0.26,11,-10.498,1,0.0373,0.841,9.33e-05,0.327,0.317,100.964,185689,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2234,223s,YNW Melly - 9lokknine,4897771,14,14,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2242,startender,A Boogie Wit da Hoodie - Tyga - Offset,5184928,5,20,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2257,hot now,Wiz Khalifa,9460688,1,25,0.822,0.613,1,-5.161,1,0.388,0.0379,0.0,0.377,0.301,154.913,226273,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2264,forgiveness,Paramore,5512149,4,12,0.768,0.804,2,-7.351,1,0.0349,0.0611,0.00511,0.0695,0.776,112.028,219760,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2274,like it is,Kygo - Zara Larsson - Tyga,6858400,15,18,0.789,0.727,1,-6.772,1,0.126,0.123,9.59e-06,0.222,0.343,104.947,183067,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,love me more,Trippie Redd,5502398,1,1,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,143713,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2325,we dont talk anymore,Charlie Puth - Selena Gomez,11708460,5,14,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2360,diana,Pop Smoke - King Combs,2441830,16,19,0.794,0.792,7,-6.889,1,0.186,0.22,0.0,0.0998,0.546,126.994,188976,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2372,girlfriend,Charlie Puth,11708460,1,1,0.758,0.583,1,-6.361,1,0.0421,0.18,5.12e-05,0.107,0.797,97.537,177438,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2374,guiding light,Mumford & Sons,5852948,1,1,0.55,0.686,7,-8.653,1,0.0423,0.0562,1.22e-05,0.0684,0.3,100.05,217633,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2383,narrow road,NLE Choppa - Lil Baby,2371258,1,1,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2388,cold,Maroon 5 - Future,27713137,1,1,0.703,0.715,9,-6.285,0,0.114,0.139,0.0,0.0456,0.497,99.924,234308,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2426,get money bros.,Lil Yachty - Tee Grizzley,6648019,5,17,0.857,0.385,1,-6.768,1,0.251,0.14,0.0,0.0909,0.188,119.93,160297,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,motorsport,Migos - Nicki Minaj - Cardi B,10919803,17,24,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2452,me dijeron,Ozuna,25013980,2,20,0.8,0.841,5,-2.817,0,0.0524,0.0273,0.0,0.291,0.798,94.023,170133,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2465,mala mía,Maluma,21642776,1,1,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,0.901,180.049,183753,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2478,queen,Shawn Mendes,29743681,10,14,0.877,0.688,1,-7.254,1,0.11,0.193,0.0,0.0872,0.921,131.022,204693,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2514,dont leave me alone,David Guetta - Anne-Marie,21659022,1,27,0.694,0.617,4,-7.838,0,0.0469,0.177,0.0,0.11,0.496,127.928,183747,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2542,ill never love again - film version - radio edit,Lady Gaga - Bradley Cooper,14439685,18,19,0.45,0.335,7,-7.464,1,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,281235,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2565,johnny b. goode,Chuck Berry,1241107,6,12,0.516,0.798,10,-9.049,1,0.083,0.738,0.000128,0.305,0.969,168.195,161560,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2580,quiero mas,Ozuna - Wisin - Yandel,25013980,5,20,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,244293,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2590,kids see ghosts,KIDS SEE GHOSTS - Yasiin Bey,651824,6,7,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,245098,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608,pop,Lil Uzi Vert,10065137,4,18,0.741,0.599,1,-6.672,0,0.419,0.00961,0.0,0.785,0.276,139.891,227474,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2623,no way!,Bazzi,3807231,4,11,0.665,0.709,1,-4.117,0,0.0407,0.174,0.0,0.142,0.357,76.058,112105,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2638,all the time,Zara Larsson,7920553,1,1,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976,228112,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2655,pad lock,21 Savage,8668809,12,15,0.959,0.55,5,-8.012,0,0.197,0.0187,0.0,0.112,0.798,130.024,191360,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,feel me,Selena Gomez,23289724,1,1,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989,226003,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2686,wonderful christmastime  - remastered 2011 / edited version,Paul McCartney,3208871,7,19,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,227653,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2719,get me,Justin Bieber - Kehlani,39214943,1,1,0.824,0.503,6,-6.94,0,0.156,0.05,5.25e-05,0.107,0.784,109.397,185419,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2745,promises,Calvin Harris - Sam Smith - Jessie Reyez,20814678,1,1,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2798,comethru,Jeremy Zucker,1262102,1,5,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2811,normal people,Joji - rei brown,3586162,12,18,0.678,0.685,10,-9.439,1,0.0472,0.384,0.736,0.099,0.637,173.104,166883,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2818,loco contigo,DJ Snake - J Balvin - Tyga,7101818,10,17,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2851,swish swish,Katy Perry - Nicki Minaj,16588925,1,1,0.835,0.719,5,-5.167,0,0.0559,0.0182,1.9e-05,0.127,0.532,119.946,242174,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2886,i cant stop me,TWICE,6954833,1,13,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,205493,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2899,7empest,TOOL,1693711,9,10,0.323,0.803,7,-7.397,1,0.0369,7.35e-05,0.834,0.0957,0.386,144.755,943529,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2915,the last of the real ones,Fall Out Boy,8310347,1,1,0.577,0.882,8,-5.224,1,0.0492,0.00527,0.0,0.257,0.564,115.022,230427,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,diplomatic immunity,Drake,50593376,2,2,0.655,0.839,9,-5.076,0,0.443,0.00534,0.0,0.308,0.55,74.867,255840,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2954,stuck with u,Ariana Grande - Justin Bieber,52571724,1,1,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2989,god is a woman,Ariana Grande,52571724,1,1,0.604,0.673,1,-5.979,1,0.0545,0.0268,3.32e-05,0.187,0.287,144.971,197573,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3048,blueberry faygo,Lil Mosey,2945049,1,1,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3068,handgun,YG - A$AP Rocky,2387089,3,15,0.843,0.546,8,-7.714,1,0.464,0.0195,0.0,0.374,0.427,159.104,215533,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3072,if youre over me,Years & Years,1491082,7,14,0.67,0.853,8,-4.515,1,0.0884,0.0622,0.0,0.0602,0.615,103.843,189000,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3095,raw shit,DaBaby - Migos,4807934,11,13,0.874,0.714,5,-4.946,1,0.233,0.0273,0.0,0.356,0.85,130.046,216678,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3099,nightmare,Halsey,12622150,1,1,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3139,red desert,5 Seconds of Summer,6734577,1,12,0.504,0.83,9,-4.474,1,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,229557,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,bad boy,Red Velvet,4250504,1,12,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3153,tyler herro,Jack Harlow,485623,1,1,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,156498,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3170,i was never there,The Weeknd - Gesaffelstein,25562055,4,6,0.32,0.734,10,-4.021,1,0.0331,0.133,0.000109,0.165,0.185,113.34,241067,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3202,motorcycle patches,Huncho Jack - Travis Scott - Quavo,753875,4,13,0.868,0.657,8,-4.853,1,0.113,0.0158,0.0,0.0995,0.436,162.867,191410,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3209,work hard,Migos,10919803,19,24,0.799,0.673,8,-5.076,0,0.0572,0.0439,0.0,0.133,0.33,147.98,317881,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,make me,Noah Cyrus - Labrinth,736590,1,1,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,242081,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3239,nico and the niners,Twenty One Pilots,18703210,9,14,0.728,0.602,9,-7.748,0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,225040,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3265,same drugs,Chance the Rapper,5045736,6,14,0.461,0.293,6,-9.52,1,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,257775,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3268,16 shots,VIC MENSA,533915,2,7,0.512,0.693,6,-7.099,0,0.368,0.219,0.0,0.104,0.127,93.385,345747,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3274,bad bad bad,Young Thug - Lil Baby,5647016,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3288,chicken noodle soup,j-hope - Becky G,4486644,1,1,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09e-05,0.294,0.168,97.053,235497,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3303,if you leave me now,Charlie Puth - Boyz II Men,11708460,1,1,0.435,0.274,9,-7.84,1,0.0358,0.902,0.0,0.158,0.422,136.123,242162,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3322,out west,JACKBOYS - Travis Scott - Young Thug,327979,5,7,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3348,i would like,Zara Larsson,7920553,3,15,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,226720,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3383,off the rip,DaBaby,4807934,2,13,0.801,0.693,0,-4.002,1,0.323,0.0104,0.0,0.376,0.602,164.084,115610,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3386,leaving heaven,Eminem - Skylar Grey,39078037,9,20,0.661,0.748,2,-4.809,0,0.206,0.175,0.0,0.254,0.509,171.983,265947,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3409,have yourself a merry little christmas,Christina Aguilera,5560243,3,11,0.244,0.274,8,-10.433,1,0.04,0.871,1.18e-05,0.0897,0.164,68.534,243133,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3427,santa tell me,Ariana Grande,52571724,1,1,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,204093,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3461,eastside,benny blanco - Halsey - Khalid,653196,1,1,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3496,shes my collar,Gorillaz - Kali Uchis,6111598,17,26,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,209560,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,posted with demons,Future,9442830,7,21,0.931,0.574,4,-5.695,0,0.381,0.283,0.0,0.274,0.449,129.967,189342,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3532,teardrops,Bring Me The Horizon,3266166,1,1,0.497,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,215004,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3542,me rehúso,Danny Ocean,2521509,1,1,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3571,seek bromance - avicii vocal edit,Tim Berg - Avicii,186953,1,6,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,203960,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,youre gonna live forever in me,John Mayer,4770134,12,12,0.538,0.131,7,-14.104,1,0.0316,0.983,0.00522,0.156,0.32,136.149,190013,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,i should probably go to bed,Dan + Shay,1943023,1,1,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,171827,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3608,supercut,Lorde,6631708,9,11,0.587,0.442,0,-10.395,1,0.0506,0.225,2.72e-05,0.0801,0.158,124.881,277506,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3629,cardigan,Taylor Swift,33485486,2,16,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3666,paris,The Chainsmokers,16931568,8,12,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3701,far gone,Ski Mask The Slump God - Lil Baby,3655109,8,13,0.926,0.444,1,-9.024,1,0.254,0.206,0.0,0.124,0.389,140.085,236587,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,love is madness,Thirty Seconds To Mars - Halsey,2757963,6,12,0.382,0.675,0,-6.56,1,0.0441,0.0128,0.000246,0.219,0.449,106.171,234867,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3716,in the end,Linkin Park,17132813,8,15,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3755,saturnz barz,Gorillaz - Popcaan,6111598,4,26,0.383,0.621,6,-5.878,0,0.113,0.0272,0.0,0.427,0.213,80.051,181907,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
